age,state,education_level,employment_type,employment_stability_months,monthly_income,monthly_rent,monthly_cashflow,rent_payment_consistency,utility_payment_consistency,phone_payment_consistency,insurance_payment_consistency,num_subscriptions,subscription_payment_consistency,minimum_bank_balance,monthly_savings,savings_goal_completion_rate,p2p_monthly_volume,risky_p2p_ratio,monthly_overdrafts,credit_score,loan_approval
55,MO,graduate,gig,12,2020,1010,193,0.729,0.621,0.675,0.545,6,0.962,127,45,0.528,46,0.076,4,558,No
65,FL,graduate,gig,5,2421,1210,1183,0.77,0.745,0.666,0.699,8,0.986,224,52,0.353,305,0.182,3,541,No
56,IN,some_college,gig,8,2004,1002,498,0.887,0.77,0.718,0.959,7,0.846,270,10,0.0,2,0.096,2,576,No
61,TN,graduate,gig,9,3424,1712,1242,0.531,0.531,0.6,0.657,0,0.709,428,265,0.705,39,0.052,3,561,No
64,PA,graduate,gig,9,1800,900,930,0.895,0.873,0.951,1.0,0,0.636,189,39,0.0,54,0.193,3,571,No
56,NC,graduate,gig,7,3322,1661,1464,0.697,0.624,0.6,0.832,2,0.819,280,320,0.41,171,0.098,2,575,No
62,NY,bachelors,part_time,11,2279,1139,1177,0.591,0.703,0.661,0.5,6,0.738,178,129,0.411,323,0.017,4,561,No
63,OH,graduate,part_time,22,1926,963,561,0.663,0.733,0.663,0.86,5,0.823,127,105,0.189,29,0.282,2,575,No
54,VA,some_college,part_time,25,3485,1742,1302,0.714,0.769,0.855,0.835,1,0.936,335,252,0.333,262,0.109,3,593,No
53,TN,some_college,part_time,23,2484,1242,308,0.777,0.686,0.628,0.714,8,0.749,143,62,0.685,55,0.111,3,594,No
56,VA,bachelors,part_time,21,2199,1099,352,0.823,0.8,0.712,0.915,5,0.751,254,53,0.326,30,0.235,3,593,No
59,FL,bachelors,part_time,4,2483,1241,1170,0.679,0.59,0.6,0.711,3,0.543,346,206,0.21,36,0.107,2,548,No
57,MO,some_college,part_time,3,2101,1050,117,0.882,0.84,0.833,0.762,4,0.511,268,4,0.181,31,0.191,2,564,No
58,NY,some_college,part_time,6,2682,1341,773,0.886,0.973,1.0,0.934,7,0.66,313,0,0.0,180,0.197,2,604,Yes
58,AZ,bachelors,part_time,25,2147,1073,217,0.541,0.609,0.6,0.5,1,0.75,217,30,0.065,18,0.247,1,571,No
53,TX,high_school,part_time,9,2998,1499,610,0.813,0.691,0.688,0.891,7,0.588,321,108,0.654,82,0.038,1,603,No
60,MI,graduate,part_time,20,2812,1406,707,0.625,0.754,0.781,0.782,2,0.912,205,37,0.371,198,0.27,4,583,No
56,OH,high_school,full_time,42,1935,967,786,0.785,0.804,0.862,0.907,2,0.647,137,23,0.236,103,0.199,1,623,Yes
56,MI,some_college,full_time,14,3108,1554,1057,0.871,0.757,0.798,1.0,7,0.87,349,51,0.0,119,0.281,3,608,No
65,FL,some_college,full_time,68,2729,1364,1391,0.75,0.76,0.845,0.947,6,0.835,377,231,0.374,112,0.02,3,625,No
52,MO,high_school,full_time,26,3182,1591,1681,0.821,0.95,0.851,0.94,3,0.959,336,372,0.742,348,0.144,3,628,Yes
56,GA,bachelors,full_time,40,2721,1360,1060,0.813,0.79,0.795,0.85,1,0.952,300,180,0.25,231,0.208,3,624,No
57,IL,high_school,full_time,12,2132,1066,277,0.593,0.653,0.674,0.655,3,0.535,241,43,0.168,1,0.182,3,561,No
56,IN,some_college,full_time,49,3371,1685,879,0.858,0.893,0.987,0.986,1,0.512,455,105,0.073,94,0.133,4,618,No
55,MI,some_college,full_time,23,2906,1453,886,0.731,0.698,0.6,0.923,2,0.618,307,121,0.409,93,0.008,3,602,Yes
65,MI,bachelors,full_time,33,3218,1609,1095,0.81,0.825,0.818,0.881,2,0.502,248,100,0.362,281,0.257,2,622,No
62,NJ,graduate,full_time,35,3134,1567,1311,0.746,0.613,0.705,0.617,4,0.874,353,307,0.487,293,0.022,3,605,No
52,TN,some_college,full_time,64,3280,1640,1037,0.552,0.631,0.6,0.5,7,0.586,276,215,0.312,182,0.265,1,591,No
58,OH,graduate,self_employed,22,3361,1680,958,0.583,0.44,0.6,0.55,5,0.552,298,104,0.238,89,0.035,1,565,No
54,MD,bachelors,self_employed,42,2238,1119,892,0.856,0.811,0.856,0.669,5,0.981,321,88,0.0,87,0.179,4,586,No
60,MI,high_school,self_employed,22,2422,1211,499,0.699,0.825,0.808,0.807,3,0.878,305,113,0.741,44,0.105,2,603,No
57,AZ,graduate,self_employed,33,2438,1219,881,0.733,0.853,0.763,0.773,7,0.743,122,25,0.003,187,0.282,3,577,No
57,FL,high_school,self_employed,28,2373,1186,798,0.65,0.692,0.677,0.833,2,0.937,318,82,0.18,79,0.262,2,568,No
56,MI,high_school,self_employed,30,1894,947,950,0.775,0.748,0.707,0.632,6,0.61,228,194,0.22,190,0.009,2,569,No
51,WI,high_school,self_employed,12,3435,1717,1094,0.563,0.514,0.6,0.722,3,0.781,231,223,0.541,135,0.21,2,555,No
56,IN,bachelors,self_employed,42,3272,1636,1099,0.686,0.713,0.774,0.582,1,0.658,195,184,0.605,141,0.111,4,579,No
56,IN,bachelors,self_employed,49,2257,1128,804,0.845,0.783,0.71,0.835,5,0.611,191,153,0.47,182,0.102,3,604,No
52,TX,high_school,self_employed,5,2065,1032,796,0.719,0.718,0.703,0.745,7,0.625,116,15,0.276,108,0.072,3,532,No
65,MI,high_school,unemployed,3,1910,955,507,0.769,0.844,0.817,0.716,1,0.809,181,82,0.186,7,0.254,3,541,No
55,WI,bachelors,unemployed,3,3177,1588,1606,0.794,0.695,0.704,0.722,4,0.581,373,363,0.641,448,0.154,3,527,No
64,IL,graduate,unemployed,3,2752,1376,612,0.63,0.49,0.6,0.822,1,0.667,381,92,0.347,117,0.111,4,555,No
64,CA,graduate,unemployed,1,2706,1353,1488,0.895,0.949,0.902,0.847,6,0.793,165,282,0.57,87,0.245,3,554,No
63,MO,bachelors,unemployed,3,3407,1703,1650,0.888,0.883,0.947,0.913,6,0.792,458,365,0.393,429,0.197,3,551,No
55,CA,graduate,unemployed,2,3024,1512,737,0.84,0.884,0.968,0.787,1,0.51,202,41,0.301,168,0.041,3,555,No
63,NJ,high_school,unemployed,2,2585,1292,941,0.881,0.871,0.843,0.917,4,0.94,274,218,0.56,102,0.061,1,569,No
62,CA,graduate,unemployed,1,2907,1453,787,0.545,0.55,0.6,0.5,3,0.617,282,64,0.264,40,0.063,1,520,No
65,FL,graduate,unemployed,1,2705,1352,472,0.558,0.559,0.6,0.5,3,0.873,266,95,0.494,131,0.217,1,520,No
59,MI,high_school,unemployed,2,2090,1045,983,0.613,0.551,0.6,0.603,5,0.556,207,190,0.555,50,0.125,3,576,No
63,WI,bachelors,gig,4,4095,544,3184,0.736,0.591,0.647,0.877,4,0.582,476,236,0.0,127,0.162,2,534,No
54,OH,bachelors,gig,6,4512,904,3707,0.603,0.52,0.6,0.611,5,0.869,658,343,0.31,186,0.149,1,572,No
59,NY,some_college,gig,1,3834,1178,2424,0.533,0.646,0.737,0.586,7,0.808,605,726,0.542,83,0.028,1,558,No
51,PA,high_school,gig,12,4552,540,3369,0.607,0.594,0.6,0.505,4,0.86,775,730,0.262,156,0.248,2,541,No
51,GA,high_school,gig,10,4796,502,3762,0.608,0.736,0.824,0.511,5,0.514,455,717,0.587,1078,0.086,1,575,No
65,WI,bachelors,gig,8,4977,997,3665,0.676,0.631,0.667,0.81,2,0.829,943,447,0.095,627,0.297,1,575,No
60,NC,high_school,gig,3,4026,1000,2344,0.825,0.773,0.821,0.752,4,0.653,720,329,0.167,69,0.239,2,551,No
59,MI,graduate,gig,10,5048,923,3477,0.652,0.761,0.708,0.5,3,0.948,567,1026,0.576,601,0.047,2,585,No
62,NJ,graduate,gig,3,4747,1032,3295,0.604,0.52,0.6,0.5,7,0.742,1067,781,0.772,755,0.037,1,563,No
56,OH,high_school,gig,5,5487,1180,4101,0.841,0.894,0.803,1.0,1,0.593,802,390,0.475,932,0.274,2,568,No
54,NY,high_school,part_time,3,5185,888,3967,0.842,0.763,0.695,0.855,8,0.832,820,683,0.318,463,0.287,2,569,No
54,VA,graduate,part_time,20,5481,1055,4535,0.643,0.771,0.817,0.652,6,0.972,541,326,0.206,756,0.264,2,601,Yes
60,IN,high_school,part_time,11,4945,1105,3049,0.549,0.429,0.6,0.5,8,0.56,977,694,0.296,138,0.234,2,553,No
60,NJ,bachelors,part_time,21,5026,1071,3353,0.575,0.518,0.603,0.645,7,0.856,956,540,0.398,276,0.015,1,600,Yes
55,NY,some_college,part_time,24,3803,683,3035,0.846,0.88,0.883,0.846,7,0.612,499,319,0.087,232,0.001,2,609,Yes
55,MD,some_college,part_time,22,4021,891,3226,0.795,0.922,0.908,0.989,2,0.542,847,456,0.355,552,0.283,1,622,Yes
55,TN,some_college,part_time,20,5243,514,4399,0.806,0.955,1.0,0.69,5,0.588,422,642,0.342,157,0.107,1,624,Yes
63,IN,graduate,part_time,17,4658,874,3035,0.731,0.613,0.663,0.706,0,0.966,963,188,0.048,303,0.292,1,604,No
61,FL,some_college,part_time,10,5272,529,3937,0.656,0.607,0.68,0.69,1,0.512,421,409,0.424,1100,0.105,2,572,No
58,MA,bachelors,part_time,6,4816,642,4143,0.889,0.984,1.0,0.758,8,0.635,1018,728,0.571,464,0.258,2,629,Yes
59,OH,graduate,part_time,4,3825,596,2730,0.893,0.885,0.929,0.755,1,0.547,628,492,0.079,210,0.287,1,592,No
51,MA,graduate,full_time,44,4243,437,3620,0.769,0.786,0.85,0.767,5,0.58,952,702,0.283,805,0.101,1,650,Yes
52,MI,high_school,full_time,65,4385,1016,2826,0.648,0.768,0.854,0.512,6,0.669,562,669,0.686,288,0.048,2,633,Yes
57,PA,graduate,full_time,30,4368,862,2712,0.567,0.69,0.657,0.669,1,0.747,749,534,0.261,364,0.299,1,606,No
63,VA,high_school,full_time,59,3849,1108,2266,0.739,0.717,0.806,0.555,4,0.802,596,325,0.125,85,0.185,2,612,Yes
55,GA,graduate,full_time,49,5241,1168,3604,0.528,0.506,0.6,0.5,6,0.923,577,976,0.604,379,0.278,1,620,Yes
51,NC,high_school,full_time,54,3691,755,2894,0.585,0.627,0.677,0.78,8,0.708,580,529,0.373,346,0.158,2,609,No
54,NC,bachelors,full_time,47,4374,667,3136,0.753,0.738,0.65,0.639,7,0.63,557,386,0.043,594,0.194,2,622,Yes
63,IN,graduate,full_time,32,4477,734,2838,0.602,0.746,0.742,0.708,0,0.903,933,463,0.544,441,0.272,1,627,No
63,IN,bachelors,full_time,45,4547,509,3423,0.502,0.61,0.681,0.5,4,0.687,414,987,0.639,455,0.204,1,610,Yes
62,MA,some_college,full_time,49,4815,976,3051,0.634,0.549,0.6,0.5,0,0.862,887,627,0.587,889,0.184,2,608,Yes
64,NY,graduate,full_time,22,4495,759,3570,0.646,0.741,0.696,0.695,3,0.688,486,741,0.155,638,0.242,1,611,Yes
60,TX,bachelors,self_employed,37,5202,1072,3261,0.763,0.677,0.731,0.92,8,0.976,692,799,0.324,726,0.219,1,619,No
52,TX,graduate,self_employed,34,5466,493,4991,0.833,0.948,0.959,0.953,7,0.514,787,909,0.312,939,0.177,1,633,Yes
54,AZ,high_school,self_employed,32,5488,1052,3631,0.821,0.909,0.992,0.809,2,0.745,752,224,0.0,818,0.191,1,605,Yes
60,TX,high_school,self_employed,4,4911,873,3321,0.705,0.595,0.6,0.705,1,0.772,646,168,0.348,805,0.073,2,542,No
52,PA,some_college,self_employed,8,3512,553,2427,0.79,0.691,0.784,0.895,3,0.937,760,146,0.0,36,0.037,2,586,No
65,MD,graduate,self_employed,22,3639,1151,1679,0.578,0.509,0.605,0.624,6,0.958,511,301,0.345,33,0.012,1,587,Yes
63,GA,graduate,self_employed,31,5145,1195,3466,0.834,0.852,0.829,0.813,1,0.784,584,290,0.45,674,0.152,1,632,No
65,PA,high_school,self_employed,37,5290,896,4191,0.825,0.751,0.668,0.89,6,0.658,425,374,0.044,320,0.27,2,588,No
65,NJ,high_school,self_employed,18,4166,669,2463,0.778,0.912,0.887,0.624,2,0.647,917,523,0.208,220,0.074,1,604,Yes
56,TN,graduate,self_employed,53,4088,915,2432,0.877,0.98,0.927,0.887,0,0.577,552,541,0.514,652,0.039,1,650,Yes
64,MI,bachelors,self_employed,48,4999,873,3667,0.707,0.607,0.6,0.739,7,0.777,749,362,0.0,612,0.184,1,596,No
57,IL,graduate,self_employed,35,5275,859,4526,0.727,0.587,0.645,0.576,6,0.973,642,916,0.147,1305,0.012,1,595,Yes
56,IN,bachelors,unemployed,1,5271,663,3844,0.839,0.909,0.849,0.826,7,0.731,1143,427,0.412,922,0.033,2,568,No
54,OH,graduate,unemployed,2,4801,578,4171,0.558,0.643,0.6,0.666,7,0.884,667,542,0.414,1094,0.189,2,530,No
55,NJ,bachelors,unemployed,2,4377,1105,3292,0.751,0.795,0.847,0.695,0,0.86,430,247,0.03,393,0.125,2,530,No
59,PA,some_college,unemployed,3,4632,576,3756,0.892,0.834,0.839,1.0,3,0.609,616,671,0.154,271,0.232,2,551,No
61,CA,some_college,unemployed,3,4254,710,2284,0.889,1.0,0.973,0.882,1,0.601,835,380,0.271,626,0.023,1,578,No
65,TX,high_school,unemployed,3,4136,491,3486,0.642,0.724,0.647,0.793,6,0.919,441,482,0.343,328,0.165,2,520,No
56,WA,high_school,unemployed,0,3579,990,1539,0.581,0.611,0.671,0.5,5,0.943,708,309,0.574,70,0.036,2,523,No
59,CA,high_school,unemployed,1,5198,494,3929,0.758,0.864,0.877,0.736,0,0.518,748,417,0.363,768,0.101,1,557,No
54,WA,some_college,unemployed,2,4633,408,3951,0.845,0.976,0.888,0.737,7,0.709,504,831,0.173,504,0.024,2,553,No
64,NC,high_school,unemployed,2,5247,887,3912,0.544,0.649,0.726,0.72,4,0.567,567,972,0.599,526,0.219,2,524,No
54,AZ,high_school,unemployed,2,5207,1145,3932,0.699,0.761,0.793,0.597,8,0.863,1041,1089,0.777,728,0.16,2,551,No
55,IN,some_college,unemployed,2,4500,744,3558,0.879,0.875,0.934,0.817,4,0.667,747,989,0.59,365,0.056,1,573,No
61,FL,some_college,gig,11,5420,1772,2660,0.509,0.4,0.6,0.5,1,0.881,1086,429,0.216,286,0.112,1,550,No
62,WA,graduate,gig,3,4769,2319,1917,0.873,1.0,1.0,0.935,2,0.925,511,367,0.564,8,0.01,2,602,Yes
54,VA,some_college,gig,2,4718,1885,2318,0.66,0.572,0.6,0.755,3,0.553,932,207,0.096,501,0.242,1,535,No
58,GA,graduate,gig,5,4218,1449,2290,0.767,0.726,0.742,0.655,2,0.946,842,476,0.191,88,0.102,1,573,No
59,TX,graduate,gig,3,4474,1343,2567,0.592,0.728,0.782,0.525,8,0.84,391,164,0.038,285,0.162,1,541,No
65,NC,graduate,gig,12,4491,1636,2468,0.58,0.663,0.67,0.661,1,0.884,336,493,0.184,562,0.126,2,555,No
53,NJ,graduate,gig,10,4865,2166,2358,0.541,0.458,0.6,0.578,2,0.524,795,625,0.68,362,0.011,2,574,No
61,WA,bachelors,gig,11,3763,1881,1199,0.707,0.727,0.703,0.79,1,0.71,745,130,0.0,42,0.026,1,581,No
51,FL,some_college,gig,3,3848,1924,1946,0.707,0.675,0.749,0.745,3,0.875,524,179,0.296,125,0.165,1,557,No
64,OH,high_school,gig,5,4225,2017,1810,0.778,0.647,0.683,0.701,3,0.9,643,288,0.408,297,0.153,2,549,No
51,NJ,bachelors,gig,6,3508,1754,1348,0.826,0.905,0.955,0.973,7,0.734,416,285,0.3,215,0.247,2,595,No
52,IL,some_college,gig,1,4322,1700,2396,0.854,0.771,0.752,0.836,6,0.598,539,559,0.445,517,0.244,1,571,No
51,AZ,graduate,part_time,14,4434,1981,1407,0.518,0.484,0.6,0.662,8,0.968,805,220,0.582,215,0.154,2,588,No
53,NC,graduate,part_time,9,4289,1721,1668,0.846,0.891,0.848,0.774,2,0.836,330,397,0.332,291,0.131,2,608,No
57,TX,high_school,part_time,21,3602,1214,2604,0.721,0.777,0.819,0.773,8,0.744,479,271,0.441,124,0.178,1,606,No
52,MO,some_college,part_time,16,4659,1394,2507,0.836,0.718,0.691,0.934,2,0.548,581,186,0.164,75,0.14,1,613,No
51,MA,graduate,part_time,6,5476,2264,2513,0.773,0.719,0.653,0.936,6,0.566,901,179,0.0,530,0.184,2,593,No
57,TX,bachelors,part_time,25,5286,2093,2625,0.695,0.692,0.657,0.884,1,0.923,1005,433,0.204,251,0.035,2,606,No
61,VA,some_college,part_time,13,5445,2073,2602,0.637,0.561,0.6,0.5,5,0.531,1111,701,0.431,771,0.263,1,586,No
52,FL,graduate,part_time,9,4433,1547,2411,0.807,0.732,0.699,0.688,2,0.768,909,715,0.411,124,0.07,1,621,Yes
62,IN,graduate,part_time,24,4469,1837,2068,0.676,0.66,0.756,0.547,5,0.652,504,177,0.18,500,0.065,2,594,No
65,TN,graduate,part_time,24,4175,1867,1308,0.612,0.474,0.6,0.578,3,0.885,526,133,0.362,194,0.112,2,590,No
60,MO,some_college,part_time,27,4652,2078,2289,0.696,0.626,0.693,0.752,7,0.539,563,209,0.329,656,0.24,1,596,Yes
51,PA,graduate,full_time,15,4368,1954,1689,0.744,0.812,0.812,0.891,6,0.683,828,485,0.739,448,0.126,2,643,Yes
54,TN,graduate,full_time,16,3938,1969,1206,0.682,0.625,0.722,0.843,8,0.626,641,332,0.701,57,0.156,1,636,No
65,WI,high_school,full_time,15,5373,1763,2574,0.794,0.745,0.808,0.679,7,0.868,494,696,0.36,747,0.276,2,603,No
57,AZ,bachelors,full_time,47,4313,2008,2046,0.781,0.66,0.662,0.721,4,0.737,835,357,0.593,478,0.158,2,637,No
62,MA,bachelors,full_time,57,4985,2206,2277,0.78,0.773,0.684,0.816,1,0.729,1093,593,0.471,662,0.26,2,632,Yes
53,FL,bachelors,full_time,47,5138,1661,3539,0.508,0.616,0.648,0.5,2,0.881,902,1028,0.517,871,0.163,1,625,No
53,NY,bachelors,full_time,21,5429,1989,3353,0.757,0.905,0.88,0.956,2,0.631,485,800,0.201,453,0.299,1,625,Yes
56,WI,bachelors,full_time,15,3864,1932,1707,0.649,0.631,0.649,0.57,6,0.931,330,98,0.0,168,0.227,1,592,Yes
59,WA,graduate,full_time,60,5459,2068,2569,0.528,0.586,0.613,0.628,6,0.745,534,738,0.839,200,0.101,2,628,Yes
62,OH,bachelors,full_time,31,3964,1446,2323,0.874,0.999,1.0,1.0,4,0.779,793,450,0.44,371,0.074,2,666,Yes
59,MI,high_school,self_employed,50,5068,1879,2596,0.519,0.603,0.662,0.5,1,0.989,723,269,0.337,187,0.265,1,579,No
55,MI,some_college,self_employed,34,5173,2497,1652,0.525,0.64,0.697,0.567,8,0.786,762,423,0.311,38,0.228,2,569,No
64,WI,some_college,self_employed,53,5002,1802,2900,0.571,0.432,0.6,0.506,2,0.748,575,701,0.232,348,0.268,1,573,No
65,GA,graduate,self_employed,29,4504,2252,2169,0.532,0.425,0.6,0.5,4,0.793,889,445,0.363,648,0.096,1,575,No
56,NJ,graduate,self_employed,33,4491,1305,2840,0.87,0.88,0.93,0.709,8,0.718,899,797,0.39,523,0.112,2,622,No
58,MD,high_school,self_employed,14,3751,1564,1903,0.736,0.877,0.777,0.795,6,0.861,550,411,0.584,501,0.191,2,604,No
57,MI,bachelors,self_employed,54,5086,1529,3531,0.635,0.617,0.6,0.822,3,0.5,1120,370,0.237,1025,0.191,1,601,No
56,WI,bachelors,self_employed,16,5206,2355,2022,0.535,0.614,0.634,0.615,8,0.823,1033,254,0.343,498,0.209,1,578,No
62,WA,some_college,self_employed,22,4690,1489,2470,0.721,0.851,0.908,0.652,0,0.824,497,350,0.566,502,0.159,2,598,No
65,CA,some_college,self_employed,20,4291,1864,1593,0.732,0.66,0.634,0.562,3,0.509,647,168,0.001,177,0.294,1,574,No
55,CA,bachelors,unemployed,2,5041,1688,2709,0.729,0.83,0.759,0.725,7,0.616,594,521,0.481,434,0.127,1,557,No
54,TN,high_school,unemployed,1,4637,1511,2540,0.885,0.753,0.745,0.924,5,0.763,935,462,0.519,279,0.034,2,560,No
60,GA,some_college,unemployed,3,4479,2239,1584,0.802,0.836,0.88,0.811,8,0.598,467,255,0.281,262,0.063,2,538,No
53,MA,high_school,unemployed,1,4207,2103,1949,0.584,0.695,0.694,0.576,8,0.551,945,267,0.42,255,0.1,2,522,Yes
54,PA,bachelors,unemployed,2,5000,2493,2167,0.546,0.577,0.6,0.5,8,0.628,1061,327,0.402,213,0.279,1,553,No
53,AZ,graduate,unemployed,1,4973,1515,3161,0.574,0.45,0.6,0.655,6,0.72,925,509,0.486,873,0.124,1,537,No
59,VA,high_school,unemployed,1,3638,1819,1192,0.761,0.742,0.837,0.716,3,0.609,470,265,0.314,342,0.127,1,532,No
54,MO,bachelors,unemployed,1,3994,1510,1744,0.777,0.777,0.693,0.809,1,0.764,463,351,0.471,418,0.226,1,542,No
54,IL,graduate,unemployed,1,5434,1946,3193,0.606,0.577,0.6,0.627,8,0.674,1031,804,0.6,535,0.097,2,539,No
55,IN,bachelors,unemployed,2,5227,1664,3428,0.81,0.898,0.973,0.886,8,0.714,1097,970,0.607,548,0.193,2,575,No
52,MI,high_school,unemployed,3,5284,1747,2962,0.701,0.691,0.76,0.541,7,0.687,575,360,0.42,240,0.297,1,531,No
62,MA,graduate,gig,8,5380,2690,1865,0.557,0.455,0.6,0.5,6,0.865,471,554,0.856,242,0.285,1,570,No
56,AZ,graduate,gig,9,5019,2509,2111,0.822,0.967,0.939,0.773,6,0.847,559,389,0.092,326,0.032,2,607,No
51,PA,high_school,gig,6,3739,1869,1011,0.805,0.92,0.894,0.976,0,0.527,506,267,0.772,41,0.285,1,615,Yes
60,NC,some_college,gig,10,5330,2665,1865,0.602,0.559,0.6,0.723,2,0.606,501,234,0.535,316,0.084,2,562,No
56,WA,graduate,gig,11,4843,2421,1913,0.726,0.635,0.683,0.831,8,0.54,678,252,0.511,493,0.004,2,594,Yes
62,OH,graduate,gig,1,3633,1816,1879,0.664,0.548,0.614,0.739,2,0.759,536,113,0.305,115,0.019,2,548,No
60,TX,some_college,gig,1,3969,1984,1744,0.61,0.5,0.6,0.722,8,0.792,748,474,0.482,517,0.173,1,541,No
55,TX,some_college,gig,12,3615,1807,1601,0.701,0.565,0.6,0.72,0,0.78,374,122,0.0,334,0.123,2,548,No
59,NC,bachelors,gig,2,4661,2330,2066,0.745,0.761,0.722,0.794,4,0.636,360,554,0.563,438,0.106,1,570,No
58,NC,bachelors,gig,1,4813,2406,1261,0.704,0.646,0.62,0.738,5,0.7,471,71,0.285,372,0.014,2,536,No
55,VA,high_school,gig,1,4782,2391,2403,0.504,0.4,0.6,0.698,5,0.526,641,345,0.213,56,0.254,2,534,No
64,AZ,graduate,part_time,7,4238,2119,1048,0.632,0.643,0.6,0.782,7,0.786,932,205,0.648,157,0.146,2,603,No
51,PA,bachelors,part_time,5,4943,2471,1941,0.533,0.62,0.6,0.697,6,0.904,384,157,0.0,432,0.272,2,526,No
55,IL,some_college,part_time,20,3883,1941,698,0.532,0.405,0.6,0.5,2,0.718,533,152,0.278,115,0.058,1,572,No
64,WI,high_school,part_time,9,5115,2557,2027,0.862,0.874,0.851,0.958,5,0.989,575,371,0.528,13,0.062,1,629,No
58,AZ,bachelors,part_time,14,4041,2020,1158,0.628,0.767,0.677,0.791,6,0.88,323,248,0.329,283,0.012,2,598,No
56,NJ,high_school,part_time,20,5385,2692,2873,0.688,0.649,0.616,0.53,1,0.927,621,635,0.735,764,0.241,2,596,Yes
58,MI,high_school,part_time,4,4429,2214,1753,0.852,0.996,0.987,0.653,1,0.978,512,265,0.536,349,0.076,2,600,No
65,WA,some_college,part_time,16,4244,2122,1349,0.656,0.667,0.728,0.63,5,0.834,467,362,0.648,112,0.149,2,587,No
65,IL,high_school,part_time,23,4221,2110,1514,0.765,0.698,0.66,0.608,8,0.551,587,145,0.15,137,0.153,2,586,No
52,MO,some_college,part_time,9,4139,2069,1577,0.707,0.678,0.6,0.645,0,0.83,777,158,0.295,42,0.189,1,586,Yes
52,IL,high_school,part_time,26,5437,2718,2131,0.694,0.631,0.655,0.538,4,0.728,1085,526,0.462,179,0.068,2,589,Yes
52,IL,some_college,part_time,12,4749,2374,2110,0.638,0.652,0.658,0.617,4,0.831,441,440,0.568,507,0.091,1,591,No
54,MD,some_college,full_time,46,4749,2374,1532,0.751,0.633,0.712,0.656,6,0.671,701,295,0.595,197,0.037,1,645,Yes
52,NC,bachelors,full_time,20,4536,2268,1735,0.633,0.507,0.6,0.702,1,0.685,428,502,0.421,257,0.002,1,602,No
64,WI,bachelors,full_time,44,4831,2415,1600,0.864,0.805,0.828,0.838,3,0.746,1058,417,0.234,419,0.108,2,650,Yes
57,VA,high_school,full_time,9,4902,2451,1700,0.852,0.771,0.685,0.847,8,0.635,899,122,0.005,322,0.147,2,602,No
58,VA,bachelors,full_time,68,4815,2407,1893,0.541,0.566,0.657,0.5,5,0.663,920,351,0.586,392,0.165,1,617,No
62,MO,high_school,full_time,11,3659,1829,1505,0.603,0.721,0.66,0.732,1,0.691,571,274,0.579,365,0.051,2,608,Yes
58,WA,bachelors,full_time,70,5400,2571,1910,0.61,0.562,0.63,0.502,0,0.689,407,266,0.413,48,0.153,1,612,No
53,PA,some_college,full_time,58,4509,2254,1596,0.823,0.81,0.894,0.979,7,0.611,626,421,0.264,425,0.062,1,651,No
51,VA,some_college,full_time,68,4033,2016,1577,0.584,0.687,0.78,0.74,5,0.63,427,459,0.772,176,0.258,2,619,Yes
64,VA,some_college,full_time,68,4256,2128,1273,0.824,0.85,0.842,0.726,6,0.53,561,83,0.0,287,0.187,1,640,Yes
56,FL,some_college,full_time,29,3683,1841,1859,0.867,0.833,0.743,0.946,1,0.804,748,418,0.411,429,0.093,2,639,Yes
57,PA,graduate,self_employed,24,3583,1791,1076,0.716,0.76,0.789,0.886,3,0.76,378,282,0.591,315,0.056,1,611,No
65,PA,some_college,self_employed,36,5352,2676,2579,0.63,0.673,0.6,0.769,7,0.661,880,530,0.386,407,0.11,2,584,Yes
61,OH,graduate,self_employed,18,5317,2658,1975,0.714,0.693,0.607,0.772,5,0.886,445,138,0.0,171,0.038,2,584,No
59,NC,some_college,self_employed,44,4509,2254,1251,0.571,0.512,0.6,0.5,5,0.644,862,166,0.436,147,0.169,1,585,No
59,VA,some_college,self_employed,47,5487,2743,1860,0.56,0.671,0.669,0.754,3,0.969,978,526,0.47,65,0.106,2,593,Yes
57,MO,graduate,self_employed,8,5436,2587,2989,0.79,0.832,0.741,0.605,4,0.735,1192,505,0.23,107,0.005,1,603,No
51,PA,high_school,self_employed,20,3832,1916,953,0.584,0.535,0.6,0.5,2,0.548,754,189,0.233,97,0.046,2,565,No
65,PA,some_college,self_employed,43,3836,1918,1204,0.665,0.815,0.74,0.622,4,0.632,404,203,0.239,18,0.08,2,591,No
58,TX,high_school,self_employed,54,4511,2255,1667,0.772,0.813,0.781,0.679,2,0.711,540,164,0.003,351,0.118,2,599,No
51,MD,graduate,self_employed,33,3925,1962,1369,0.782,0.658,0.626,0.969,1,0.784,439,136,0.229,181,0.088,2,591,No
58,CA,graduate,unemployed,0,4395,2197,1600,0.852,0.965,0.952,0.892,4,0.511,775,173,0.29,389,0.185,1,577,No
58,TN,graduate,unemployed,2,4925,2462,1765,0.875,1.0,1.0,0.9,3,0.834,1071,528,0.898,126,0.266,2,594,Yes
61,FL,graduate,unemployed,1,4442,2221,2048,0.569,0.708,0.688,0.729,0,0.518,525,287,0.049,334,0.156,2,519,No
54,IL,some_college,unemployed,2,4182,2091,1668,0.852,0.712,0.72,0.737,6,0.704,586,263,0.549,272,0.111,1,556,No
53,WA,high_school,unemployed,1,5371,2685,2212,0.642,0.746,0.704,0.5,4,0.921,569,449,0.348,372,0.205,1,525,No
